attributes.WiFi,attributes.GoodForKids,attributes.RestaurantsPriceRange2,attributes.RestaurantsTakeOut,stars,attributes.RestaurantsDelivery,categories,business_id,postal_code
free,True,3,False,3.5,False,"Restaurants, Seafood, Japanese, Steakhouses",ahcaw8Jwnt5-zXutwMJXWg,V6J 1Y1
free,False,2,True,3.0,True,"Pubs, Nightlife, Restaurants, Burgers, Bars, Chicken Wings",PIOjZSmhxq9IX-EMCOF0SA,V6Z 1L2
free,True,2,True,3.5,False,"Restaurants, Breakfast & Brunch",5FsEDcLp7E3P3YM0AcK59A,V6T 2H9
no,True,1,True,4.0,True,"Vietnamese, Sandwiches, Restaurants, Food",3rymK-sN2iuN3R0crSBQVQ,V6B
no,True,2,True,3.5,False,"Restaurants, Specialty Food, Food, Italian",4yzyg4_9APxms-KlbF7IQw,V7T 1B7
no,False,2,True,2.5,True,"Restaurants, Pizza",6ZPnrlJQNy0foU06y8w_ag,V6G 2L6
free,True,2,True,3.5,True,"Bars, Cocktail Bars, Barbeque, Restaurants, Food Delivery Services, Food, Event Planning & Services, Caterers, Nightlife",c4XU8xGAtwDRaKLOFkoPBw,V5K 4B6
no,True,2,True,4.0,False,"Food, Sandwiches, Restaurants, Food Trucks",cHo4YonlcSvk9baERJ_atA,V6A 1P9
no,True,2,True,2.5,True,"Restaurants, Sushi Bars",A6NkmqTTwPNgRnSbbHP0LA,V7J 3S8
no,True,1,True,3.5,False,"Restaurants, Soup, Chinese, Noodles, Breakfast & Brunch",KTDGe9_TuwYyhvUhPlVazw,V6X 1C3
no,True,3,False,3.5,False,"Breakfast & Brunch, Restaurants, Seafood, French",yRjZg5jkJP6fZDxl15BWQA,V6Z 2Y3
free,True,2,True,4.0,True,"Sushi Bars, Japanese, Restaurants",iyXk-oAEBONJTE3w7NGrEA,V3M 3N9
no,True,1,True,3.0,True,"Restaurants, Thai, Vietnamese",_DrjAZ6V8TtqSHx7wfrwOQ,V3M 5X2
free,True,2,True,3.5,False,"Chinese, Seafood, Restaurants, Dim Sum",fhJZ6PGl9f_rffjbS2lXVw,V6X 2B8
no,True,2,True,4.0,False,"Comfort Food, Restaurants, Seafood, American (New), Canadian (New)",ewOSIjs3hrMcdYsFcoi1Pg,V7G 1L2
no,True,2,True,2.5,True,"Sandwiches, French, Food Trucks, Restaurants, Food",_2dCVIIuyMHXLXxtihLh4Q,V6A 2P8
free,True,2,True,3.5,True,"Vegetarian, Breakfast & Brunch, Food, Restaurants, Vegan, Juice Bars & Smoothies",L2aYrn1XgZi4rpf9248wWg,V6J 2E1
free,True,2,True,3.0,True,"Restaurants, Chicken Wings, Salad, Pizza",x2fW0siJyAKWkz8pRFOaFw,V7M 2J7
free,False,2,True,3.0,False,"Bars, Canadian (New), Restaurants, American (New), Pubs, Nightlife",STm8YNzAndCuhdztFjSz-w,V6K 2H2
free,True,2,True,3.0,True,"Chinese, Restaurants, Dim Sum, Seafood",ZkLW-5ZhJYHRWEZ4-RGRtw,V6Y 2N9
free,False,2,True,3.5,False,"Canadian (New), Restaurants, Pubs, Nightlife, Whiskey Bars, Beer, Wine & Spirits, American (Traditional), Food, Gastropubs, Bars",hmc3XubMRzTTZlipBx61Zg,V6B 1G6
free,False,2,True,3.5,False,"Mediterranean, Pubs, Nightlife, Bars, Restaurants",0jl_GNZrf0PUXnbUH797jw,V6B 2C9
free,False,2,True,3.0,True,"Restaurants, Cambodian, Nightlife, Sports Bars, Bars, Asian Fusion",S1RmnvIVQVHXHtLjuG4gvg,V5T 1V4
free,True,2,True,3.0,True,"Bars, American (New), Restaurants, Comfort Food, Canadian (New), Nightlife, Cocktail Bars",3_AK31Wj9-1dbPZ1fdX_-Q,V6X 2X9
no,True,1,True,3.0,False,"Sushi Bars, Restaurants",Hd0mAGh6pWE9RXOKb0YmEg,V6M 3W4
free,True,2,True,3.0,True,"Canadian (New), American (Traditional), Breakfast & Brunch, Burgers, Restaurants",XU4Dm67c8Niqu_fJ7eu5Jg,V6M 3W4
no,True,2,True,4.5,True,"Restaurants, Japanese",VvXqSaPgX_LnNs96FFWhFg,V5B 2Y1
free,True,1,True,2.5,False,"Bakeries, Food, Donuts, Restaurants, Coffee & Tea, Fast Food",c5Zr9S141bWR0CbR4UKmGg,V5J 3H6
no,True,1,True,4.0,True,"Soup, Specialty Food, Grocery, Restaurants, Food",ohlEN3nMy3KymLJNpMQI8A,V6H 3R9
no,True,1,True,4.0,True,"Restaurants, Food Delivery Services, Food, Pizza, Salad, Italian",Y6KI2-1Ut9xiE3s0xy55Bg,V6X 1C3
no,True,1,True,3.5,False,"Middle Eastern, Mediterranean, Greek, Falafel, Canadian (New), Restaurants",fABEppZa4DmQnLaoqFb-Fg,V4E 3G3
no,True,2,True,3.5,True,"Fast Food, Chicken Wings, Chicken Shop, Food, South African, Portuguese, Restaurants, African, Barbeque",sUKh87XEmpy5n9BaLiQEIw,V6Z 2S2
no,True,2,True,4.0,True,"Sushi Bars, Asian Fusion, Japanese, Restaurants, Seafood",p8lxRgWWIFhWuecUwWFVOg,V6Z 3G8
free,True,2,True,4.0,True,"Comfort Food, Chicken Shop, Restaurants, Chicken Wings",RWiQ7LyMroNtBR9JGlYozg,V5L 2H2
free,True,1,True,3.0,True,"Restaurants, Chinese",PuO-n6Ly2KRy9YF8ncv01A,V6R 2H8
no,True,1,True,4.0,False,"Dim Sum, Chinese, Restaurants",lXMlsQOibne9aOsnoyO1Zg,V6A 1T7
free,True,2,True,3.5,False,"Food, Italian, Restaurants, Breakfast & Brunch, Specialty Food",SEisY9qG2nUw_z5ST6siVw,V6B 1A1
no,False,2,True,4.0,False,"Books, Mags, Music & Video, Restaurants, Cafes, Coffee & Tea, Breakfast & Brunch, Shopping, Food, Sandwiches, Vinyl Records",RGCT70v8c-k6a0mwItFjGw,V6G 2C8
free,True,2,True,4.0,True,"Restaurants, German",ya17oZ5R1F4GKBrXiDxRoQ,V3L 3A5
free,False,2,True,3.0,True,"Burgers, Restaurants",ch8fd1GZU_gWwijNWgIsXg,V6Z 1L2
free,True,2,True,4.0,False,"Restaurants, Cafes, Ethnic Food, Specialty Food, Sandwiches, Grocery, Food, Local Flavor, Delis",uffOexpKW87Jjotkog4Keg,V6K 2G9
free,False,2,True,3.5,True,"Restaurants, Italian, Cocktail Bars, Nightlife, Brasseries, Bars, American (New)",BvzP3ytN5VWLAelR5i-DYA,V6B 2S2
no,False,2,False,4.0,False,"Specialty Food, Food, Sandwiches, Restaurants, Cheese Shops, Delis",TNivG5SIRyymkFYhzgIe1g,V6H 3R9
free,True,1,True,2.5,True,"Active Life, Nightlife, Bowling, American (Traditional), Restaurants, Pubs, Canadian (New), Sports Bars, Bars",dnP-_8h5jV9z7ENbB643OQ,V3T 2X3
no,True,2,True,3.0,True,"Restaurants, Ethnic Food, Malaysian, Chinese, Food, Specialty Food",aRFZhr-_ixsArkW7lgMnKg,V5P 3W5
no,True,1,True,4.0,True,"Restaurants, Thai",WWTTonzyOSAs4bIlGxux3Q,V5L 3X3
no,True,1,True,3.5,False,"Japanese, Sushi Bars, Ethnic Food, Food, Specialty Food, Restaurants",oxbdiXEv6DeExJatCiICnw,V5E 1E9
free,True,2,True,4.0,False,"Restaurants, Breakfast & Brunch",GvuQgsZpzrbY_PuaiYnAsQ,V6E 1M5
free,True,2,True,4.0,True,"Halal, Belgian, Chinese, Restaurants",ro-zMXQRVhmPcXk5gsukOA,V5R 5K4
no,True,1,True,4.0,True,"Breakfast & Brunch, Restaurants",HEv5_DxHSWCcpAUtKbBRKA,V5L 3X5
free,False,2,True,3.5,False,"Food, Gastropubs, Beer, Wine & Spirits, Restaurants",6ELhQh_Ha7RHOWBi0XvaXQ,V6G 1W5
no,True,2,True,3.5,False,"Dim Sum, Restaurants, Seafood, Chinese",Ab7BATDxCglV-5mi0Fmv7A,V6X 3Z9
free,True,2,True,4.0,True,"Soup, Food, Sandwiches, Event Planning & Services, Coffee & Tea, Italian, Desserts, Caterers, Bakeries, Restaurants",8PUG0FRddwpH5npNZyRZ6A,V6B 1E5
free,False,2,True,3.0,False,"Nightlife, Breakfast & Brunch, Canadian (New), American (New), Burgers, Bars, Pubs, Restaurants",v_0JN3kJhpFcpbKIMqLjQw,V7M 2J7
free,True,1,True,4.0,True,"Diners, Food, Cafes, Restaurants, Coffee & Tea",Fi2pjxzDmHjDEUeZ44DFxQ,V3L
no,False,1,True,3.0,False,"Pizza, Restaurants",BovvlY40htOW-BXK7V_kZw,V6Z 1L5
no,True,2,True,3.5,True,"South African, Portuguese, Barbeque, Chicken Shop, Restaurants, Chicken Wings, African",fu_c7NFpk6i7_wQobCY9pg,V5H 4G8
no,True,2,True,4.0,True,"Bars, Vegetarian, Restaurants, Nightlife, Japanese, Sushi Bars",as2xQt48ltKKDUQbMCBrMw,V6Z 1V3
free,True,2,True,4.5,True,"Salad, Sandwiches, Cafes, Venues & Event Spaces, Restaurants, Event Planning & Services, Coffee & Tea, Food",zXTFyNpsQkbuTZsLoV4gzg,V6A 1A4
free,True,2,True,3.5,True,"Restaurants, Greek, Pizza, Italian",gBQymRxldIfwI4Iq0oJgEg,V6G 2M1
no,True,1,True,3.5,True,"Food, Specialty Food, Ethnic Food, Fast Food, Restaurants, Tex-Mex, Imported Food, Mexican",bVG1OIs2EAoEbz3lDHP06A,V5A 4Y6
free,True,1,True,1.5,True,"Restaurants, Burgers, Coffee & Tea, Food, Fast Food",FKdH4oS_JEkgXCVH5QsRQw,V5E 1G5
no,True,3,True,3.5,True,"Restaurants, Bistros, Japanese, Sushi Bars",0zErZVaaOhJUV1lNEqEc6Q,V6B 5P2
free,True,2,True,4.0,True,"Nightlife, Cocktail Bars, American (New), Restaurants, Food Delivery Services, Bars, Canadian (New), Food",TLBh17U7A4zmVxSJc4Ci7A,V7T 2Z3
free,True,1,True,3.5,True,"Restaurants, Chinese, Soup, Noodles",eYPrXzTuLFADjmam6TvxIQ,V5X 3L6
free,True,2,True,3.5,False,"Japanese, Sushi Bars, Restaurants",Lo5-InqZGlFynMqdZDBpIw,V6X 1R4
free,True,2,True,4.0,True,"Restaurants, Vegan, Comfort Food, Burgers, Vegetarian",LXW8pRE_VLi8gnW94s-GFg,V6B 1A5
no,False,2,True,3.5,True,"Tapas/Small Plates, Restaurants, Japanese",PPAT6YnBJaJ0B3TpaPN-VQ,V6Z 2H2
no,True,2,True,3.0,True,"Middle Eastern, Food Delivery Services, Food, Restaurants, Mediterranean, Persian/Iranian",Njt9q1ohZTBXzO-C7fGb5w,V6G 1T2
free,True,2,True,3.0,True,"Restaurants, Korean",mIBSJXulOBTQKcWDxuLHlw,V6X 3L4
no,True,2,True,4.0,False,"Chinese, Restaurants, Dim Sum, Vegan, Vegetarian",mfgRqzZPPthaSaGGfOf2bw,V5V 3E4
no,False,1,True,3.5,True,"Pizza, Italian, Breakfast & Brunch, Cafes, Restaurants",gG8I4cBYr705Mk-fTNzlWQ,V6B 2A8
free,False,2,True,3.0,False,"Restaurants, Sandwiches, Bars, British, Nightlife, Pubs",gf_onhHFwFm5xuXGfK-AUQ,V3M 3L6
no,True,2,True,5.0,False,"Italian, Food, Restaurants, French, Desserts",EC4hb3ie0NBoyw7zgrsnmA,V3H 2B1
free,True,2,True,3.0,False,"Nightlife, Buffets, Bars, Event Planning & Services, Canadian (New), Hotels, Hotels & Travel, Lounges, Restaurants",4D5u6jyLBCbsre_oxSiHRg,V5Z 3Y2
free,True,2,True,4.0,True,"Specialty Food, Food, Ethiopian, Ethnic Food, Restaurants",CUj6nsmfE_mgzEDJ44a_Dw,V3N 1B4
free,True,1,True,2.5,False,"Food, Sandwiches, Breakfast & Brunch, Coffee & Tea, Restaurants",yfTUJEaH05SQUTumNW7l3w,V5C 3Y6
free,True,2,True,3.0,True,"Restaurants, Burgers, Pizza, Canadian (New), Italian, Breakfast & Brunch",7wea88BM03iACnI26XwTCw,V5L 1S4
no,True,1,True,4.0,False,"Chinese, Restaurants, Taiwanese",Ki41sNwDpwG2AQZawCHJ8w,V6X 2C3
no,True,1,True,2.5,True,"Vietnamese, Restaurants, Ethnic Food, Chinese, Food, Specialty Food",gO2z7oEkLnGeRzJCxuFRIw,V5P 3Y8
free,False,2,False,3.0,False,"Canadian (New), Nightlife, Bars, Restaurants, Sports Bars",AW0Gbc88vYe8h0Y4-tSZSw,V6B 4P4
free,True,1,True,2.5,False,"Bakeries, Restaurants, Food, Coffee & Tea, Cafes",bNqxYdmUaVQoIBBm8BTT5Q,V6Y 2B8
free,False,1,True,3.5,False,"Canadian (New), American (Traditional), Bars, Pubs, Comfort Food, Nightlife, Restaurants, American (New)",9igRTP2KkIXUUbJ_Vqrqxw,V6E 1N1
free,True,2,True,4.0,False,"Cafes, Breakfast & Brunch, Restaurants, Coffee & Tea, Food",GQK8trvjFDBuETAchTMVIA,V6B 2N4
no,True,1,True,3.0,False,"Restaurants, Thai",X4VdTeX_T5PhuEqauXjEaQ,V7Y 1G5
no,True,2,True,4.0,False,"Filipino, Food, Ethnic Food, Restaurants, Specialty Food",s_uP1Tjufi3_sc1BqCdlNw,V5P 3V8
free,False,2,True,4.5,False,"Dive Bars, Nightlife, Restaurants, Bars, Southern, Pubs, Soul Food, Breakfast & Brunch",maVufqgNOkyXx31MjiQA0A,V5L 1V3
no,True,2,True,3.5,True,"Burgers, Restaurants, Salad, American (Traditional)",VAk__Inn5FyC1wzrsvkLcw,V7E
free,False,2,False,2.5,False,"Chicken Wings, Restaurants, Sports Bars, Bars, Nightlife, Food, Canadian (New), Lounges",KP8Ma9068p2-8ENaE_luYw,V6X 2V8
free,True,1,True,4.0,False,"Mediterranean, Restaurants, Salad",WiAyM-mANK9NajRzbFerQw,V6E 3M1
no,True,2,True,3.5,False,"Malaysian, Singaporean, Restaurants",1n8CfBmm9H1yGmUeMmMZNA,V5Z 2E2
no,False,2,True,2.0,True,"Sushi Bars, Japanese, Restaurants",8oe3iU00lzIyr6uFt5Kk-A,V6T 1K6
no,True,1,True,2.0,True,"Restaurants, Food, Food Court",nBHfkuh8FrYhagR2yb5pMw,V5Z
no,True,2,True,4.0,False,"French, Restaurants",IKXFu9H6ngGOS2JRmfmjlw,V6J 1S1
free,True,2,True,4.0,False,"Seafood, Creperies, French, Bars, Sandwiches, Nightlife, Wine Bars, Breakfast & Brunch, Restaurants",CKKYpVxoj5MFI7M2Jl6R1Q,V0N 1G1
no,True,1,True,3.5,True,"Pizza, Restaurants",_ljezoZ3vmsUmOYwZQuTXA,V3M 5E4
no,True,1,True,3.5,True,"Mediterranean, Restaurants, Barbeque",ekgp2RVtm-Vr3qp4hHVuzg,V5H 4V2
no,True,2,True,4.0,True,"Mexican, Restaurants",JUbIWP2Ky62dA7JFdgEW3Q,V6B 3N9
no,True,2,True,3.0,False,"Seafood, Chinese, Dim Sum, Restaurants",U7xNgDdwKuwk9F7tqzakTg,V6X 2C2
free,True,2,True,3.0,True,"Restaurants, Seafood, Chinese, Dim Sum",NyFibEx0ICbKxctxWXUsRg,V3T
free,False,2,True,2.5,False,"Pharmacy, Sandwiches, Florists, Flowers & Gifts, Shopping, Restaurants, Convenience Stores, Delis, Health & Medical, Food, Grocery",cbjq98mQvaeu6D-7FXcpWA,V6P 4Z9
free,False,2,True,3.5,False,"Latin American, Mexican, Restaurants",LIb2bMiKa6Yq04QlVY_SJA,V5V 3M5
no,True,1,True,4.0,True,"Restaurants, Asian Fusion, Mexican, Korean",z2tHNBxoQ-_CoczbhzLNrQ,V6B 0J5
free,True,2,True,3.5,True,"Food, Bubble Tea, Chinese, Restaurants, Cafes, Coffee & Tea, Taiwanese",rMf-FEh7ZhW9Sepjiyef6w,V6X 3Z9
free,True,2,True,4.0,False,"Sushi Bars, Japanese, Restaurants",a3AS0F_8tuZpIGqOfVRYDA,V5G 3H5
no,True,2,True,3.5,True,"Restaurants, Filipino",4wot1VsKkWp4J2cWJJB7HQ,V4C 3C9
free,False,2,False,2.5,False,"Canadian (New), Restaurants, Buffets",CpeRGXmkydFm_RdOTQ1jCA,V3M 7A3
no,True,2,True,3.5,False,"Restaurants, Korean",QtRVEFbAkWKyfiHuOsmsPQ,V6R 2J1
no,True,1,True,1.5,True,"Restaurants, Pancakes, Breakfast & Brunch",_M6tXZ9fngo01HDW33mNeA,V3B 5Y9
free,False,2,True,3.5,True,"Bars, Pubs, American (New), Shopping, Restaurants, Canadian (New), Coffee & Tea, Breweries, Food, Nightlife, Beer, Wine & Spirits, Shopping Centers",WdywxkSYEc_nw0kqNfRZsg,V6B 5C6
no,True,2,True,3.0,False,"Noodles, Ramen, Japanese, Restaurants",UC53PBtr2nwO19AGB8Wn4w,V5Z 1E6
no,True,1,True,4.0,False,"Japanese, Noodles, Ramen, Restaurants",tc4LQ_GQGt8qLdFKH2qNVQ,V5C 2K6
no,True,2,True,3.0,False,"Restaurants, Chinese",auk0KF4HTqmVoWxkZsZ4GA,V3K 3N7
no,True,2,True,3.0,False,"Thai, Restaurants",63PYuvFt9wvFkva4WVwnJA,V6B 6K3
free,True,1,True,4.5,True,"Restaurants, Pizza",r-njwQQ57eF8ejv2QclItA,V5T 1W5
free,True,1,True,4.5,False,"Restaurants, Bakeries, Grocery, Food, Coffee & Tea, Cafes",mT1rn_dTTTuKhK_DyK_Dzg,V6P 2Z2
free,True,2,True,4.0,True,"Japanese, Sushi Bars, Restaurants",rdc6szrZjPpTcGAPbuacgQ,V5R 5K6
free,True,2,True,3.5,False,"Bakeries, Food, Breakfast & Brunch, Coffee Roasteries, Cafes, Coffee & Tea, Restaurants",a74gK4BkW9Roq9UcaM-WzA,V5V 3R9
free,True,1,True,2.0,True,"Burgers, Food, Fast Food, Coffee & Tea, Restaurants",xDdj5Tq-Ua9w9Lvs4c1iaA,V6V 2X1
free,True,2,True,3.0,False,"Restaurants, American (New), Breakfast & Brunch, Pancakes, American (Traditional)",IY5KuUlHcZdfWJJ7nq8sDQ,V3L 1Y6
no,False,2,True,3.0,True,"Restaurants, Food, Salad, Pubs, Beer, Wine & Spirits, Sports Bars, Bars, Nightlife, Soup",gS4qhjvrE-mNEo87cYS_Gw,V6B 2L2
no,True,2,True,4.0,False,"Sushi Bars, Restaurants, Japanese",cD-yIXTipTTN336R5c_MMg,V5T 4R2
free,True,2,True,2.5,False,"Restaurants, Burgers",dyAQZMyDHr33aU3j-io4Bw,V3T
free,True,1,True,3.5,False,"Coffee & Tea, Italian, Desserts, Food, Cafes, Restaurants",A10IGEGe8y8Vu9rvrnw16A,V5L 3X6
no,True,1,True,3.0,True,"Vietnamese, Thai, Restaurants",XROEsyKuMVgq3k3SKPPHCQ,V5N 2S2
free,True,2,True,4.0,True,"Restaurants, Asian Fusion, Japanese, Sushi Bars, Comfort Food",i7nUiW7bxJXV0XS7R-RahQ,V3J 1M2
free,True,2,True,3.5,False,"Restaurants, Korean",xSL3oSJgOSEY9H8a_9JHMA,V3K 3V9
free,True,2,True,2.5,True,"Pizza, Nightlife, Sandwiches, Salad, Restaurants",oDo7A06Ae3J22GBj0KI5dg,V3R 9P4
free,True,2,True,4.0,True,"Singaporean, Indonesian, Malaysian, Restaurants",6a8EOxICJtgzHViVmmplKg,V6G 2M8
free,True,2,True,3.5,True,"Restaurants, Canadian (New), Cocktail Bars, Food Delivery Services, Nightlife, American (Traditional), Bars, Food, American (New), Cafes",wzbOW1qG47ut4les3La0Ag,V5J 0A2
no,True,1,True,3.5,True,"Vietnamese, Noodles, Sandwiches, Restaurants",KVMIXETAYf60J9EMTpxTcw,V5C 2J4
free,False,2,True,3.5,False,"Specialty Food, Food, Waffles, Imported Food, Ethnic Food, Restaurants, Fast Food",Aj_1VGjOd5y2bdOHC5Oqig,V5H 4V2
free,True,1,True,3.0,True,"Noodles, Vietnamese, Restaurants, Food, Sandwiches",JuHdi9vAh4wRWDBhd8wJLg,V6X 1T5
free,False,1,False,4.0,False,"Hookah Bars, Nightlife, Food, Local Flavor, Vape Shops, Restaurants, Bars, Cafes, Specialty Food, Bakeries, Shopping",-i9Y463tpAdh2sDAzvd7BQ,V6B 1H6
free,True,2,True,4.5,True,"Canadian (New), Restaurants, American (New)",p5thThuUITUjAy8gS3sPMw,V6J 1M5
free,True,2,True,3.5,False,"Seafood, Diners, Breakfast & Brunch, Restaurants",NLfhNwGYfR-6wj4BPI4gAQ,V3T 2W4
free,True,1,True,4.5,True,"Indonesian, Thai, Restaurants",IzV22QQpDf3bRgkilWI9Yg,V6B 1R3
no,True,1,True,3.5,True,"Restaurants, Japanese, Sushi Bars",fhsySVQmepFwfDIrhMb4Zw,V6B 2G5
free,True,2,True,4.5,True,"Sushi Bars, Japanese, Restaurants, Asian Fusion",epEzCF-8lFBScD2bH2JQAA,V3N 1B8
free,True,2,True,4.0,False,"Latin American, Mexican, Restaurants",letTAjvw5Z0wiRqgdNMG5g,V5T 3K5
no,True,2,True,4.5,False,"Restaurants, Ethiopian",9KgB4mKZnW7GRU3zjPcxvw,V5T 1X9
free,True,2,True,3.5,False,"Japanese, Restaurants",BAqcMoKH2oRCo0rC8UdyuQ,V6R 2H9
free,True,2,True,3.5,True,"Chinese, Restaurants, Japanese, Noodles, Cantonese, Ramen",LrpF_eclp1j3phZ3nxPhEA,V6M 3X1
free,True,2,True,3.5,False,"Bars, Mexican, Nightlife, Restaurants",pzPNqJuBgkzDb9DV2fvjfQ,V6Z 2R6
no,True,1,True,3.5,False,"Nightlife, Pubs, Restaurants, Arts & Entertainment, Bars, American (Traditional), Dive Bars, Music Venues",kZjiy84M2yzLUlzOOORBaw,V5L 1J2
free,True,1,True,2.5,True,"Vietnamese, Restaurants",gbrJe1iGZo8dy7GMEgMiiw,V3B 6S2
free,True,1,True,4.0,False,"Cafes, Coffee & Tea, Food, Restaurants, Donuts",NnaE4IKlc6XdYOUu4IOV5w,V5T 0C1
no,True,2,True,4.0,True,"Breakfast & Brunch, Greek, Restaurants, Tapas/Small Plates",3pJTSMNOovFb63xGy8PnMg,V5V 4E4
no,True,2,True,3.0,True,"Diners, Spanish, American (Traditional), Restaurants, Breakfast & Brunch",EYreEl2xa17wqtyPUHuxSA,V6J 1Y2
no,True,3,True,3.0,False,"Bars, Steakhouses, Restaurants, Seafood, Nightlife",BxFzEb1gxpIZ4G0tfG-b4w,V7A 4E8
free,True,2,True,4.0,True,"Taiwanese, Chinese, Restaurants",xT7fxR_CGn5sD4iYLQGSFw,V7V 1H8
free,True,2,True,4.0,True,"Food, Vegetarian, Restaurants, Sandwiches, Coffee & Tea, Breakfast & Brunch",4lKygNwoHQNhQrNmsWPn2g,V6B 1T3
free,True,2,True,4.0,True,"Sushi Bars, Japanese, Restaurants",MQBO-BWcSPzl3n6MpKc5yw,V7L 1C3
free,True,2,True,4.5,True,"Pizza, Restaurants, Italian",-RVpMvM7Qf5i62qX0YsktA,V5V 4G1
free,True,2,False,3.0,False,"Hot Pot, Barbeque, Chinese, Restaurants",HxCJua7Bsc2RHUyRzRzpsw,V6X 1C3
no,True,1,True,4.0,False,"Restaurants, Vietnamese, Sandwiches",3eUMkL4VhIRNxREZ8lE-XA,V5W 2R2
no,False,2,True,4.0,False,"Fast Food, Food Stands, Restaurants",aADVJzZ5KouzRm66BD7DHA,V6C 3B6
free,True,2,True,4.0,True,"Restaurants, Sushi Bars, Japanese",0iTxvg0HMCvB5-EiK1FwsA,V7M 2J3
no,True,1,True,3.5,True,"Restaurants, Japanese",YDUT6xwpjnF4jLBbIALcrg,V5Z 1K1
no,True,1,True,4.0,False,"Vietnamese, Restaurants",q59-Up5lGtIeALzMOBrlVQ,V5N 2S4
no,True,2,True,3.0,True,"Chinese, Restaurants",sAYXGj1Cys-pAYxRTwcvyw,V3J 1N3
free,True,1,True,2.5,False,"Burgers, Food, Fast Food, Restaurants, Hot Dogs, Coffee & Tea",m3Vb1mKulXHkghAZss8Htg,V5H 4M1
free,True,2,True,3.5,True,"Restaurants, Chinese",XuaU5iH0qpGazAv9eIINwQ,V7P 1T3
free,True,1,True,3.5,True,"Food, Coffee & Tea, Desserts, Bubble Tea, Cafes, Specialty Food, Tea Rooms, Juice Bars & Smoothies, Restaurants",gazKbUUN5uVkvYVl3OWTIw,V3B 0G5
no,True,2,True,4.5,False,"Food, Street Vendors, Restaurants, Breakfast & Brunch, Food Trucks",qXn--YHkf6GwBcgNdVA6oQ,V5L 1S5
free,True,2,True,3.0,True,"Restaurants, Szechuan, Gluten-Free, Asian Fusion, Vegan, Chinese, Noodles",jXY6l5SLQjoJgYdB1QamLQ,V6B 1G8
no,True,1,True,3.5,False,"Restaurants, Food, Cafes, Event Planning & Services, Brazilian, Caterers, Breakfast & Brunch",rfpYAPAV9KvN7N06MI3Deg,V6X 1Z7
free,True,3,True,3.0,False,"Restaurants, Breakfast & Brunch, Diners",oc7RhqznVWFDwa4RRp-94w,V7B 0A6
no,True,1,True,3.0,False,"Restaurants, Fast Food",EVMw1XqELLm2Mg-rj2uhww,V3W 4E1
no,True,2,True,3.0,True,"Restaurants, Chinese",CXkTS1wzIHSC3gE1lkZrMA,V6X 3K1
free,True,2,True,4.0,True,"Restaurants, Mediterranean, Arabian, Middle Eastern",bqFmfNWMUmpSkuD80BPoKw,V5K 1Z6
free,False,2,True,3.5,False,"Music Venues, Lounges, Arts & Entertainment, Canadian (New), Restaurants, Pubs, Bars, Nightlife",a2tD_07OPzc0DOufLinn4A,V3K 6W3
no,True,2,True,3.5,False,"Restaurants, Sushi Bars, Japanese",n7hrprEFMKLzY3wktyY73w,V7P 1T3
no,True,2,True,3.5,True,"Restaurants, Japanese, Sushi Bars",XQlXbhRIJn4LtfDGnv3XCw,V3H 5N1
no,True,1,True,4.0,True,"Restaurants, Pizza",CV7pf--T-b02HT0HjdPOMA,V5R 5A8
no,True,2,True,4.0,True,"Middle Eastern, Food, Restaurants, Indian, Afghan, Coffee & Tea",9R4vBq3BUYom9geOTiFs0w,V6K 2H5
no,False,1,True,4.0,True,"Food, Thai, Restaurants, Food Trucks",iR5wUjjiFJ6_He6AqCPw6w,V6H 1G7
free,True,1,True,4.5,False,"Vegan, Food, Food Stands, Restaurants, Street Vendors",sPPMSEvhjkWcJUPA9DtX7w,V6Z 2V4
no,True,2,True,4.0,True,"Japanese, Seafood, Sushi Bars, Restaurants",UUtcuhkDOxhVnWyjG_zxBw,V6V 2R3
no,True,2,True,3.5,True,"Italian, Restaurants, Greek, Pizza",p02tmPJHwE-C7V8ZHwq8XA,V3X 3K1
no,True,2,True,4.0,True,"Comfort Food, Restaurants, American (Traditional), Bistros",oaBBSXNwlk7hOK4XIiw00A,V6R 2H9
free,True,2,True,3.5,True,"Fast Food, Mexican, Restaurants",jEhTKvmL7RM-7j_ipovizg,V6C 3B6
free,True,2,True,4.0,True,"Restaurants, Korean",4MQPWHKm_5Mjn0m3H7tXiQ,V3B 4P4
no,True,2,True,3.0,False,"Chinese, Restaurants",BBGCrtu9Ph0MC2b3gIxh-g,V6X 1C3
free,True,2,True,3.5,False,"Food, Pubs, Nightlife, Korean, Restaurants, Bars",faqmr2TFP-MTrRj8JLBGYw,V3K
free,False,2,True,4.0,False,"Music Venues, Food, Nightlife, Breweries, Pubs, Bars, Arts & Entertainment, Restaurants",OPiTHPa04nzJGaKYa19cRw,V6A 1P7
free,True,1,True,4.5,True,"Specialty Food, Food, Meat Shops, Butcher, Restaurants, Delis",ZBq1bVO7OrxACkOM1TRZ1A,V7M 2E4
no,True,2,True,4.0,True,"Pizza, Restaurants",13Iwpf9JdYB2IFE2D4-Tsw,V6H 2L1
free,True,2,True,4.0,False,"Canadian (New), Breakfast & Brunch, Restaurants, Local Flavor",t-soDjOlN6XkySHBdhRkKA,V6E 1C5
